loss,accuracy,val_loss,val_accuracy,lr
158.14175415039062,0.4979499876499176,212.96084594726562,0.5301706194877625,0.045
99.73059844970703,0.6976699829101562,222.2869415283203,0.5575711727142334,0.0441
74.04730987548828,0.7577999830245972,238.95074462890625,0.5718714594841003,0.043218005
56.89696502685547,0.7986400127410889,248.66281127929688,0.5776915550231934,0.04235364
44.825096130371094,0.827019989490509,257.7808532714844,0.5783315896987915,0.041506574
35.763431549072266,0.8514400124549866,262.394775390625,0.5819916129112244,0.04067644
29.474287033081055,0.8671000003814697,265.33270263671875,0.5862717032432556,0.039862916
23.801273345947266,0.8837199807167053,273.0968933105469,0.585371732711792,0.039065655
20.318449020385742,0.8954899907112122,273.9043273925781,0.5884717702865601,0.038284343
16.613317489624023,0.9069399833679199,279.7996826171875,0.5879917740821838,0.037518658
13.92752456665039,0.9176999926567078,280.572021484375,0.5911118388175964,0.036768287
12.118871688842773,0.9244499802589417,288.04559326171875,0.5878517627716064,0.036032923
10.362776756286621,0.9315400123596191,288.54376220703125,0.5919718146324158,0.03531226
9.313309669494629,0.937030017375946,288.5616455078125,0.5930118560791016,0.034606017
7.700237274169922,0.9440400004386902,291.1048278808594,0.5922518372535706,0.0339139
6.743344783782959,0.9493600130081177,288.6912841796875,0.5973119735717773,0.03323562
